geoid10,dorm_share,military_share,other_share
530530613001011,0.00,0.00,1.00
530530613001012,0.00,0.00,1.00
530530613001013,0.00,0.00,1.00
530530613001014,0.00,0.00,1.00
530530613001015,0.00,0.00,1.00
530530613001016,0.00,0.00,1.00
530530613001017,0.00,0.00,1.00
530530613001018,0.00,0.00,1.00
530530613001019,0.00,0.00,1.00
530530613002000,0.00,0.00,1.00
530530613002001,0.00,0.00,1.00
530530613002002,0.00,0.00,1.00
530530613002003,0.00,0.00,1.00
530530613002004,0.00,0.00,1.00
530530613002005,0.00,0.00,1.00
530530613002006,0.00,0.00,1.00
530530613002007,0.00,0.00,1.00
530530613002008,0.00,0.00,1.00
530530613002009,0.00,0.00,1.00
530530613002010,0.00,0.00,1.00
530530613002011,0.00,0.00,1.00
530530613002012,0.00,0.00,1.00
530530613002013,0.00,0.00,1.00
530530613002014,0.00,0.00,1.00
530530613002015,0.00,0.00,1.00
530530613002016,0.00,0.00,1.00
530530613002017,0.00,0.00,1.00
530530613003000,0.00,0.00,1.00
530530613003001,0.00,0.00,1.00
530530613003002,0.00,0.00,1.00
530530613003003,0.00,0.00,1.00
530530613003004,0.00,0.00,1.00
530530613003005,0.00,0.00,1.00
530530613003006,0.00,0.00,1.00
530530613003007,0.00,0.00,1.00
530530613003008,0.00,0.00,1.00
530530613003009,0.00,0.00,1.00
530530613003010,0.00,0.00,1.00
530530613003011,0.00,0.00,1.00
530530613003012,0.00,0.00,1.00
530530613003013,0.00,0.00,1.00
530530613004000,0.00,0.00,1.00
530530613004001,0.00,0.00,1.00
530530613004002,0.00,0.00,1.00
530530613004003,0.00,0.00,1.00
530530613004004,0.00,0.00,1.00
530530613004005,0.00,0.00,1.00
530530613004006,0.00,0.00,1.00
530530613004007,0.00,0.00,1.00
530530613004008,0.00,0.00,1.00
530530613004009,0.00,0.00,1.00
530530613004010,0.00,0.00,1.00
530530613004011,0.00,0.00,1.00
530530613004012,0.00,0.00,1.00
530530613004013,0.00,0.00,1.00
530530613004014,0.00,0.00,1.00
530530613005000,0.00,0.00,1.00
530530613005001,0.00,0.00,1.00
530530613005002,0.00,0.00,1.00
530530613005003,0.00,0.00,1.00
530530613005004,0.00,0.00,1.00
530530613005005,0.00,0.00,1.00
530530613005006,0.00,0.00,1.00
530530613005007,0.00,0.00,1.00
530530613005008,0.00,0.00,1.00
530530613005009,0.00,0.00,1.00
530530613005010,0.00,0.00,1.00
530530613005011,0.00,0.00,1.00
530530613005012,0.00,0.00,1.00
530530613005013,0.00,0.00,1.00
530530613005014,0.00,0.00,1.00
530530613006000,0.00,0.00,1.00
530530613006001,0.00,0.00,1.00
530530613006002,0.00,0.00,1.00
530530613006003,0.00,0.00,1.00
530530613006004,0.00,0.00,1.00
530530613006005,0.00,0.00,1.00
530530613006006,0.00,0.00,1.00
530530613006007,0.00,0.00,1.00
530530613006008,0.00,0.00,1.00
530530613006009,0.00,0.00,1.00
530530613006010,0.00,0.00,1.00
530530613006011,0.00,0.00,1.00
530530613006012,0.00,0.00,1.00
530530613006013,0.00,0.00,1.00
530530613006014,0.00,0.00,1.00
530530613006015,0.00,0.00,1.00
530530614001000,0.00,0.00,1.00
530530614001001,0.00,0.00,1.00
530530614001002,0.00,0.00,1.00
530530614001003,0.00,0.00,1.00
530530614001004,0.00,0.00,1.00
530530614001005,0.00,0.00,1.00
530530614001006,0.00,0.00,1.00
530530614001007,0.00,0.00,1.00
530530614001008,0.00,0.00,1.00
530530614001009,0.00,0.00,1.00
530530614001010,0.00,0.00,1.00
530530614001011,0.00,0.00,1.00
530530614001012,0.00,0.00,1.00
530530614001013,0.00,0.00,1.00
530530614001014,0.00,0.00,1.00
530530614001015,0.00,0.00,1.00
530530614001016,0.00,0.00,1.00
530530614002000,0.00,0.00,1.00
530530614002001,0.00,0.00,1.00
530530614002002,0.00,0.00,1.00
530530614002003,0.00,0.00,1.00
530530614002004,0.00,0.00,1.00
530530614002005,0.00,0.00,1.00
530530614002006,0.00,0.00,1.00
530530614002007,0.00,0.00,1.00
530530614002008,0.00,0.00,1.00
530530614002009,0.00,0.00,1.00
530530614002010,0.00,0.00,1.00
530530614002011,0.00,0.00,1.00
530530614002012,0.00,0.00,1.00
530530614002013,0.00,0.00,1.00
530530614002014,0.00,0.00,1.00
530530614002015,0.00,0.00,1.00
530530614002016,0.00,0.00,1.00
530530614002017,0.00,0.00,1.00
530530614002018,0.00,0.00,1.00
530530614003000,0.00,0.00,1.00
530530614003001,0.00,0.00,1.00
530530614003002,0.00,0.00,1.00
530530614003003,0.00,0.00,1.00
530530614003004,0.00,0.00,1.00
530530614003005,0.00,0.00,1.00
530530614003006,0.00,0.00,1.00
530530614003007,0.00,0.00,1.00
530530614003008,0.00,0.00,1.00
530530614003009,0.00,0.00,1.00
530530614003010,0.00,0.00,1.00
530530614003011,0.00,0.00,1.00
530530614003012,0.00,0.00,1.00
530530614003013,0.00,0.00,1.00
530530614003014,0.00,0.00,1.00
530530614003015,0.00,0.00,1.00
530530614003016,0.00,0.00,1.00
530530614003017,0.00,0.00,1.00
530530614003018,0.00,0.00,1.00
530530614003019,0.00,0.00,1.00
530530614003020,0.00,0.00,1.00
530530614003021,0.00,0.00,1.00
530530614003022,0.00,0.00,1.00
530530614003023,0.00,0.00,1.00
530530614003024,0.00,0.00,1.00
530530614003025,0.00,0.00,1.00
530530614003026,0.00,0.00,1.00
530530614003027,0.00,0.00,1.00
530530614003028,0.00,0.00,1.00
530530614003029,0.00,0.00,1.00
530530614003030,0.00,0.00,1.00
530530614003031,0.00,0.00,1.00
530530614003032,0.00,0.00,1.00
530530614003033,0.00,0.00,1.00
530530614003034,0.00,0.00,1.00
530530614003035,0.00,0.00,1.00
530530614003036,0.00,0.00,1.00
530530614003037,0.00,0.00,1.00
530530614003038,0.00,0.00,1.00
530530614003039,0.00,0.00,1.00
530530614003040,0.00,0.00,1.00
530530614003041,0.00,0.00,1.00
530530615001000,0.00,0.00,1.00
530530615001001,0.00,0.00,1.00
530530615001002,0.00,0.00,1.00
530530615001003,0.00,0.00,1.00
530530615001004,0.00,0.00,1.00
530530615001005,0.00,0.00,1.00
530530615001006,0.00,0.00,1.00
530530615001007,0.00,0.00,1.00
530530615001008,0.00,0.00,1.00
530530615001009,0.00,0.00,1.00
530530615001010,0.00,0.00,1.00
530530615001011,0.00,0.00,1.00
530530615001012,0.00,0.00,1.00
530530615001013,0.00,0.00,1.00
530530615001014,0.00,0.00,1.00
530530615001015,0.00,0.00,1.00
530530615001016,0.00,0.00,1.00
530530615001017,0.00,0.00,1.00
530530615001018,0.00,0.00,1.00
530530615001019,0.00,0.00,1.00
530530615001020,0.00,0.00,1.00
530530615001021,0.00,0.00,1.00
530530615001022,0.00,0.00,1.00
530530615001023,0.00,0.00,1.00
530530615001024,0.00,0.00,1.00
530530615001025,0.00,0.00,1.00
530530615001026,0.00,0.00,1.00
530530615001027,0.00,0.00,1.00
530530615002000,0.00,0.00,1.00
530530615002001,0.00,0.00,1.00
530530615002002,0.00,0.00,1.00
530530615002003,0.00,0.00,1.00
530530615002004,0.00,0.00,1.00
530530615002005,0.00,0.00,1.00
530530615002006,0.00,0.00,1.00
530530615002007,0.00,0.00,1.00
530530615002008,0.00,0.00,1.00
530530615002009,0.00,0.00,1.00
530530615002010,0.00,0.00,1.00
530530615002011,0.00,0.00,1.00
530530615002012,0.00,0.00,1.00
530530615002013,0.00,0.00,1.00
530530615002014,0.00,0.00,1.00
530530615002015,0.00,0.00,1.00
530530615003000,0.00,0.00,1.00
530530615003001,0.00,0.00,1.00
530530615003002,0.00,0.00,1.00
530530615003003,0.00,0.00,1.00
530530615003004,0.00,0.00,1.00
530530615003005,0.00,0.00,1.00
530530615003006,0.00,0.00,1.00
530530615003007,0.00,0.00,1.00
530530615003008,0.00,0.00,1.00
530530615003009,0.00,0.00,1.00
530530615003010,0.00,0.00,1.00
530530615003011,0.00,0.00,1.00
530530615003012,0.00,0.00,1.00
530530615003013,0.00,0.00,1.00
530530615003014,0.00,0.00,1.00
530530615003015,0.00,0.00,1.00
530530615003016,0.00,0.00,1.00
530530615003017,0.00,0.00,1.00
530530615004000,0.00,0.00,1.00
530530615004001,0.00,0.00,1.00
530530615004002,0.00,0.00,1.00
530530615004003,0.00,0.00,1.00
530530615004004,0.00,0.00,1.00
530530615004005,0.00,0.00,1.00
530530615004006,0.00,0.00,1.00
530530615004007,0.00,0.00,1.00
530530615004008,0.00,0.00,1.00
530530615004009,0.00,0.00,1.00
530530615004010,0.00,0.00,1.00
530530615004011,0.00,0.00,1.00
530530615004012,0.00,0.00,1.00
530530615004013,0.00,0.00,1.00
530530615004014,0.00,0.00,1.00
530530615004015,0.00,0.00,1.00
530530615004016,0.00,0.00,1.00
530530615004017,0.00,0.00,1.00
530530615004018,0.00,0.00,1.00
530530615004019,0.00,0.00,1.00
530530615004020,0.00,0.00,1.00
530530616011000,0.00,0.00,1.00
530530616011001,0.00,0.00,1.00
530530616011002,0.00,0.00,1.00
530530616011003,0.00,0.00,1.00
530530616011004,0.00,0.00,1.00
530530616011005,0.00,0.00,1.00
530530616011006,0.00,0.00,1.00
530530616011007,0.00,0.00,1.00
530530616011008,0.00,0.00,1.00
530530616011009,0.00,0.00,1.00
530530616011010,0.00,0.00,1.00
530530616011011,0.00,0.00,1.00
530530616011012,0.00,0.00,1.00
530530616011013,0.00,0.00,1.00
530530616011014,0.00,0.00,1.00
530530616011015,0.00,0.00,1.00
530530616011016,0.00,0.00,1.00
530530616011017,0.00,0.00,1.00
530530616011018,0.00,0.00,1.00
530530616011019,0.00,0.00,1.00
530530616011020,0.00,0.00,1.00
530530616011021,0.00,0.00,1.00
530530616011022,0.00,0.00,1.00
530530616011023,0.00,0.00,1.00
530530616011024,0.00,0.00,1.00
530530616011025,0.00,0.00,1.00
530530616011026,0.00,0.00,1.00
530530616011027,0.00,0.00,1.00
530530616011028,0.00,0.00,1.00
530530616011029,0.00,0.00,1.00
530530616011030,0.00,0.00,1.00
530530616011031,0.00,0.00,1.00
530530616011032,0.00,0.00,1.00
530530616011033,0.00,0.00,1.00
530530616011034,0.00,0.00,1.00
530530616011035,0.00,0.00,1.00
530530616011036,0.00,0.00,1.00
530530616011037,0.00,0.00,1.00
530530616011038,0.00,0.00,1.00
530530616011039,0.00,0.00,1.00
530530616011040,0.00,0.00,1.00
530530616011041,0.00,0.00,1.00
530530616011042,0.00,0.00,1.00
530530616011043,0.00,0.00,1.00
530530616011044,0.00,0.00,1.00
530530616011045,0.00,0.00,1.00
530530616011046,0.00,0.00,1.00
530530616011047,0.00,0.00,1.00
530530616011048,0.00,0.00,1.00
530530616011049,0.00,0.00,1.00
530530616011050,0.00,0.00,1.00
530530616011051,0.00,0.00,1.00
530530616011052,0.00,0.00,1.00
530530616011053,0.00,0.00,1.00
530530616011054,0.00,0.00,1.00
530530616011055,0.00,0.00,1.00
530530616011056,0.00,0.00,1.00
530530616011057,0.00,0.00,1.00
530530616011058,0.00,0.00,1.00
530530616011059,0.00,0.00,1.00
530530616011060,0.00,0.00,1.00
530530616011061,0.00,0.00,1.00
530530616011062,0.00,0.00,1.00
530530616011063,0.00,0.00,1.00
530530616011064,0.00,0.00,1.00
530530616011065,0.00,0.00,1.00
530530616011066,0.00,0.00,1.00
530530616011067,0.00,0.00,1.00
530530616011068,0.00,0.00,1.00
530530616011069,0.00,0.00,1.00
530530616011070,0.00,0.00,1.00
530530616011071,0.00,0.00,1.00
530530616021000,0.00,0.00,1.00
530530616021001,0.00,0.00,1.00
530530616021002,0.00,0.00,1.00
530530616021003,0.00,0.00,1.00
530530616021004,0.00,0.00,1.00
530530616021005,0.00,0.00,1.00
530530616021006,0.00,0.00,1.00
530530616021007,0.00,0.00,1.00
530530616021008,0.00,0.00,1.00
530530616021009,0.00,0.00,1.00
530530616021010,0.00,0.00,1.00
530530616021011,0.00,0.00,1.00
530530616021012,1.00,0.00,0.00
530530616021013,0.00,0.00,1.00
530530616021014,0.00,0.00,1.00
530530616021015,0.00,0.00,1.00
530530616021016,0.00,0.00,1.00
530530616021017,0.00,0.00,1.00
530530616021018,0.00,0.00,1.00
530530616021019,0.00,0.00,1.00
530530616021020,0.00,0.00,1.00
530530616021021,0.00,0.00,1.00
530530616021022,0.00,0.00,1.00
530530616021023,0.00,0.00,1.00
530530616021024,0.00,0.00,1.00
530530616021025,0.00,0.00,1.00
530530616021026,0.00,0.00,1.00
530530616021027,0.00,0.00,1.00
530530616021028,0.00,0.00,1.00
530530616021029,0.00,0.00,1.00
530530616021030,0.00,0.00,1.00
530530616021031,0.00,0.00,1.00
530530616021032,0.00,0.00,1.00
530530616021033,0.00,0.00,1.00
530530616021034,0.00,0.00,1.00
530530616021035,0.00,0.00,1.00
530530616021036,0.00,0.00,1.00
530530616021037,0.00,0.00,1.00
530530616021038,0.00,0.00,1.00
530530616021039,0.00,0.00,1.00
530530616021040,0.00,0.00,1.00
530530616021041,0.00,0.00,1.00
530530616021042,0.00,0.00,1.00
530530616021043,0.00,0.00,1.00
530530616021044,0.00,0.00,1.00
530530616021045,0.00,0.00,1.00
530530616021046,0.00,0.00,1.00
530530616021047,0.00,0.00,1.00
530530616021048,0.00,0.00,1.00
530530616021049,0.00,0.00,1.00
530530616021050,0.00,0.00,1.00
530530616021051,0.00,0.00,1.00
530530616021052,0.00,0.00,1.00
530530616021053,0.00,0.00,1.00
530530616021054,0.00,0.00,1.00
530530616021055,0.00,0.00,1.00
530530616021056,0.00,0.00,1.00
530530616021057,0.00,0.00,1.00
530530616021058,0.00,0.00,1.00
530530616021059,0.00,0.00,1.00
530530616021060,0.00,0.00,1.00
530530616021061,0.00,0.00,1.00
530530616021062,0.00,0.00,1.00
530530616021063,0.00,0.00,1.00
530530616021064,0.00,0.00,1.00
530530616021065,0.00,0.00,1.00
530530616021066,0.00,0.00,1.00
530530616021067,0.00,0.00,1.00
530530616021068,0.00,0.00,1.00
530530616021069,0.00,0.00,1.00
530530616021070,0.00,0.00,1.00
530530616021071,0.00,0.00,1.00
530530616021072,0.00,0.00,1.00
530530616021073,0.00,0.00,1.00
530530616021074,0.00,0.00,1.00
530530616021075,0.00,0.00,1.00
530530616021076,0.00,0.00,1.00
530530616021077,0.00,0.00,1.00
530530616021078,0.00,0.00,1.00
530530616021079,0.00,0.00,1.00
530530616021080,0.00,0.00,1.00
530530616021081,0.00,0.00,1.00
530530616021082,0.00,0.00,1.00
530530616021083,0.00,0.00,1.00
530530616021084,0.00,0.00,1.00
530530616021085,0.00,0.00,1.00
530530616021086,0.00,0.00,1.00
530530616021087,0.00,0.00,1.00
530530616021088,0.00,0.00,1.00
530530616021089,0.00,0.00,1.00
530530616021090,0.00,0.00,1.00
530530616021091,0.00,0.00,1.00
530530616021092,0.00,0.00,1.00
530530616021093,0.00,0.00,1.00
530530616021094,0.00,0.00,1.00
530530616021095,0.00,0.00,1.00
530530616021096,0.00,0.00,1.00
530530616021097,0.00,0.00,1.00
530530616021098,0.00,0.00,1.00
530530616021099,0.00,0.00,1.00
530530616021100,0.00,0.00,1.00
530530616021101,0.00,0.00,1.00
530530616021102,0.00,0.00,1.00
530530616021103,0.00,0.00,1.00
530530616021104,0.00,0.00,1.00
530530617001000,0.00,0.00,1.00
530530617001001,0.00,0.00,1.00
530530617001002,0.00,0.00,1.00
530530617001003,0.00,0.00,1.00
530530617001004,0.00,0.00,1.00
530530617001005,0.00,0.00,1.00
530530617001006,0.00,0.00,1.00
530530617001007,0.00,0.00,1.00
530530617001008,0.00,0.00,1.00
530530617001009,0.00,0.00,1.00
530530617001010,0.00,0.00,1.00
530530617001011,0.00,0.00,1.00
530530617001012,0.00,0.00,1.00
530530617001013,0.00,0.00,1.00
530530617001014,0.00,0.00,1.00
530530617001015,0.00,0.00,1.00
530530617001016,0.00,0.00,1.00
530530617001017,0.00,0.00,1.00
530530617001018,0.00,0.00,1.00
530530617001019,0.00,0.00,1.00
530530617001020,0.00,0.00,1.00
530530617001021,0.00,0.00,1.00
530530617001022,0.00,0.00,1.00
530530617001023,0.00,0.00,1.00
530530617001024,0.00,0.00,1.00
530530617002000,0.00,0.00,1.00
530530617002001,0.00,0.00,1.00
530530617002002,0.00,0.00,1.00
530530617002003,0.00,0.00,1.00
530530617002004,0.00,0.00,1.00
530530617002005,0.00,0.00,1.00
530530617002006,0.00,0.00,1.00
530530617002007,0.00,0.00,1.00
530530617002008,0.00,0.00,1.00
530530617002009,0.00,0.00,1.00
530530617002010,0.00,0.00,1.00
530530617002011,0.00,0.00,1.00
530530617002012,0.00,0.00,1.00
530530617003000,0.00,0.00,1.00
530530617003001,0.00,0.00,1.00
530530617003002,0.00,0.00,1.00
530530617003003,0.00,0.00,1.00
530530617003004,0.00,0.00,1.00
530530617003005,0.00,0.00,1.00
530530617003006,0.00,0.00,1.00
530530617003007,0.00,0.00,1.00
530530617003008,0.00,0.00,1.00
530530617003009,0.00,0.00,1.00
530530617003010,0.00,0.00,1.00
530530617004000,0.00,0.00,1.00
530530617004001,0.00,0.00,1.00
530530617004002,0.00,0.00,1.00
530530617004003,0.00,0.00,1.00
530530617004004,0.00,0.00,1.00
530530617004005,0.00,0.00,1.00
530530617004006,0.00,0.00,1.00
530530617004007,0.00,0.00,1.00
530530617004008,0.00,0.00,1.00
530530617004009,0.00,0.00,1.00
530530617005000,0.00,0.00,1.00
530530617005001,0.00,0.00,1.00
530530617005002,0.00,0.00,1.00
530530617005003,0.00,0.00,1.00
530530617005004,0.00,0.00,1.00
530530617005005,0.00,0.00,1.00
530530617005006,0.00,0.00,1.00
530530617005007,0.00,0.00,1.00
530530617005008,0.00,0.00,1.00
530530617005009,0.00,0.00,1.00
530530617005010,0.00,0.00,1.00
530530617005011,0.00,0.00,1.00
530530617005012,0.00,0.00,1.00
530530617005013,0.00,0.00,1.00
530530617005014,0.00,0.00,1.00
530530617005015,0.00,0.00,1.00
530530617005016,0.00,0.00,1.00
530530617005017,0.00,0.00,1.00
530530617005018,0.00,0.00,1.00
530530617005019,0.00,0.00,1.00
530530617005020,0.00,0.00,1.00
530530617005021,0.00,0.00,1.00
530530617005022,0.00,0.00,1.00
530530617005023,0.00,0.00,1.00
530530618001000,0.00,0.00,1.00
530530618001001,0.00,0.00,1.00
530530618001002,0.00,0.00,1.00
530530618001003,0.00,0.00,1.00
530530618001004,0.00,0.00,1.00
530530618001005,0.00,0.00,1.00
530530618001006,0.00,0.00,1.00
530530618001007,0.00,0.00,1.00
530530618001008,0.00,0.00,1.00
530530618001009,0.00,0.00,1.00
530530618001010,0.00,0.00,1.00
530530618001011,0.00,0.00,1.00
530530618001012,0.00,0.00,1.00
530530618001013,0.00,0.00,1.00
530530618001014,0.00,0.00,1.00
530530618001015,0.00,0.00,1.00
530530618001016,0.00,0.00,1.00
530530618001017,0.00,0.00,1.00
530530618001018,0.00,0.00,1.00
530530618001019,0.00,0.00,1.00
530530618002000,0.00,0.00,1.00
530530618002001,0.00,0.00,1.00
530530618002002,0.00,0.00,1.00
530530618002003,0.00,0.00,1.00
530530618002004,0.00,0.00,1.00
530530618002005,0.00,0.00,1.00
530530618002006,0.00,0.00,1.00
530530618002007,0.00,0.00,1.00
530530618002008,0.00,0.00,1.00
530530618002009,0.00,0.00,1.00
530530618002010,0.00,0.00,1.00
530530618002011,0.00,0.00,1.00
530530618002012,0.00,0.00,1.00
530530618002013,0.00,0.00,1.00
530530618003000,0.00,0.00,1.00
530530618003001,0.00,0.00,1.00
530530618003002,0.00,0.00,1.00
530530618003003,0.00,0.00,1.00
530530618003004,0.00,0.00,1.00
530530618003005,0.00,0.00,1.00
530530618003006,0.00,0.00,1.00
530530618003007,0.00,0.00,1.00
530530618003008,0.00,0.00,1.00
530530618003009,0.00,0.00,1.00
530530618003010,0.00,0.00,1.00
530530618003011,0.00,0.00,1.00
530530618003012,0.00,0.00,1.00
530530618003013,0.00,0.00,1.00
530530618003014,0.00,0.00,1.00
530530618003015,0.00,0.00,1.00
530530618003016,0.00,0.00,1.00
530530619001000,0.00,0.00,1.00
530530619001001,0.00,0.00,1.00
530530619001002,0.00,0.00,1.00
530530619001003,0.00,0.00,1.00
530530619001004,0.00,0.00,1.00
530530619001005,0.00,0.00,1.00
530530619001006,0.00,0.00,1.00
530530619001007,0.00,0.00,1.00
530530619001008,0.00,0.00,1.00
530530619001009,0.00,0.00,1.00
530530619001010,0.00,0.00,1.00
530530619001011,0.00,0.00,1.00
530530619001012,0.00,0.00,1.00
530530619001013,0.00,0.00,1.00
530530619001014,0.00,0.00,1.00
530530619001015,0.00,0.00,1.00
530530619001016,0.00,0.00,1.00
530530619001017,0.00,0.00,1.00
530530619001018,0.00,0.00,1.00
530530619001019,0.00,0.00,1.00
530530619001020,0.00,0.00,1.00
530530619001021,0.00,0.00,1.00
530530619001022,0.00,0.00,1.00
530530619001023,0.00,0.00,1.00
530530619001024,0.00,0.00,1.00
530530619001025,0.00,0.00,1.00
530530619001026,0.00,0.00,1.00
530530619001027,0.00,0.00,1.00
530530619001028,0.00,0.00,1.00
530530619001029,0.00,0.00,1.00
530530619001030,0.00,0.00,1.00
530530619001031,0.00,0.00,1.00
530530619001032,0.00,0.00,1.00
530530619001033,0.00,0.00,1.00
530530619001034,0.00,0.00,1.00
530530619001035,0.00,0.00,1.00
530530619001036,0.00,0.00,1.00
530530619001037,0.00,0.00,1.00
530530619002000,0.00,0.00,1.00
530530619002001,0.00,0.00,1.00
530530619002002,0.00,0.00,1.00
530530619002003,0.00,0.00,1.00
530530619002004,0.00,0.00,1.00
530530619002005,0.00,0.00,1.00
530530619002006,0.00,0.00,1.00
530530619002007,0.00,0.00,1.00
530530619002008,0.00,0.00,1.00
530530619002009,0.00,0.00,1.00
530530619002010,0.00,0.00,1.00
530530619002011,0.00,0.00,1.00
530530619002012,0.00,0.00,1.00
530530619002013,0.00,0.00,1.00
530530619002014,0.00,0.00,1.00
530530619002015,0.00,0.00,1.00
530530619002016,0.00,0.00,1.00
530530619002017,0.00,0.00,1.00
530530619002018,0.00,0.00,1.00
530530619002019,0.00,0.00,1.00
530530619002020,0.00,0.00,1.00
530530619002021,0.00,0.00,1.00
530530619002022,0.00,0.00,1.00
530530619002023,0.00,0.00,1.00
530530619002024,0.00,0.00,1.00
530530619002025,0.00,0.00,1.00
530530619002026,0.00,0.00,1.00
530530620001000,0.00,0.00,1.00
530530620001001,0.00,0.00,1.00
530530620001002,0.00,0.00,1.00
530530620001003,0.00,0.00,1.00
530530620001004,0.00,0.00,1.00
530530620001005,0.00,0.00,1.00
530530620001006,0.00,0.00,1.00
530530620001007,0.00,0.00,1.00
530530620001008,0.00,0.00,1.00
530530620001009,0.00,0.00,1.00
530530620001010,0.00,0.00,1.00
530530620001011,0.00,0.00,1.00
530530620001012,0.00,0.00,1.00
530530620001013,0.00,0.00,1.00
530530620001014,0.00,0.00,1.00
530530620001015,0.00,0.00,1.00
530530620001016,0.00,0.00,1.00
530530620001017,0.00,0.00,1.00
530530620001018,0.00,0.00,1.00
530530620001019,0.00,0.00,1.00
530530620001020,0.00,0.00,1.00
530530620001021,0.00,0.00,1.00
530530620002000,0.00,0.00,1.00
530530620002001,0.00,0.00,1.00
530530620002002,0.00,0.00,1.00
530530620002003,0.00,0.00,1.00
530530620002004,0.00,0.00,1.00
530530620002005,0.00,0.00,1.00
530530620002006,0.00,0.00,1.00
530530620002007,0.00,0.00,1.00
530530620002008,0.00,0.00,1.00
530530620002009,0.00,0.00,1.00
530530620002010,0.00,0.00,1.00
530530620002011,0.00,0.00,1.00
530530620002012,0.00,0.00,1.00
530530620002013,0.00,0.00,1.00
530530620002014,0.00,0.00,1.00
530530620002015,0.00,0.00,1.00
530530620002016,0.00,0.00,1.00
530530620002017,0.00,0.00,1.00
530530620002018,0.00,0.00,1.00
530530620002019,0.00,0.00,1.00
530530620002020,0.00,0.00,1.00
530530620002021,0.00,0.00,1.00
530530620002022,0.00,0.00,1.00
530530620003000,0.00,0.00,1.00
530530620003001,0.00,0.00,1.00
530530620003002,0.00,0.00,1.00
530530620003003,0.00,0.00,1.00
530530620003004,0.00,0.00,1.00
530530620003005,0.00,0.00,1.00
530530620003006,0.00,0.00,1.00
530530620003007,0.00,0.00,1.00
530530620003008,0.00,0.00,1.00
530530620003009,0.00,0.00,1.00
530530620003010,0.00,0.00,1.00
530530620003011,0.00,0.00,1.00
530530620003012,0.00,0.00,1.00
530530620003013,0.00,0.00,1.00
530530620003014,0.00,0.00,1.00
530530620003015,0.00,0.00,1.00
530530620003016,0.00,0.00,1.00
530530620003017,0.00,0.00,1.00
530530620003018,0.00,0.00,1.00
530530620003019,0.00,0.00,1.00
530530620003020,0.00,0.00,1.00
530530620003021,0.00,0.00,1.00
530530620004000,0.00,0.00,1.00
530530620004001,0.00,0.00,1.00
530530620004002,0.00,0.00,1.00
530530620004003,0.00,0.00,1.00
530530620004004,0.00,0.00,1.00
530530620004005,0.00,0.00,1.00
530530620004006,0.00,0.00,1.00
530530620004007,0.00,0.00,1.00
530530620004008,0.00,0.00,1.00
530530620004009,0.00,0.00,1.00
530530620004010,0.00,0.00,1.00
530530620004011,0.00,0.00,1.00
530530620004012,0.00,0.00,1.00
530530620004013,0.00,0.00,1.00
530530620004014,0.00,0.00,1.00
530530620004015,0.00,0.00,1.00
530530620004016,0.00,0.00,1.00
530530620004017,0.00,0.00,1.00
530530620004018,0.00,0.00,1.00
530530620004019,0.00,0.00,1.00
530530620004020,0.00,0.00,1.00
530530620004021,0.00,0.00,1.00
530530620004022,0.00,0.00,1.00
530530620004023,0.00,0.00,1.00
530530620004024,0.00,0.00,1.00
530530620004025,0.00,0.00,1.00
530530620004026,0.00,0.00,1.00
530530620004027,0.00,0.00,1.00
530530620004028,0.00,0.00,1.00
530530620004029,0.00,0.00,1.00
530530620004030,0.00,0.00,1.00
530530620004031,0.00,0.00,1.00
530530620004032,0.00,0.00,1.00
530530620004033,0.00,0.00,1.00
530530620004034,0.00,0.00,1.00
530530620004035,0.00,0.00,1.00
530530620004036,0.00,0.00,1.00
530530620004037,0.00,0.00,1.00
530530620004038,0.00,0.00,1.00
530530620004039,0.00,0.00,1.00
530530620004040,0.00,0.00,1.00
530530620004041,0.00,0.00,1.00
530530620004042,0.00,0.00,1.00
530530620004043,0.00,0.00,1.00
530530620004044,0.00,0.00,1.00
530530620004045,0.00,0.00,1.00
530530620004046,0.00,0.00,1.00
530530620004047,0.00,0.00,1.00
530530623001000,0.00,0.00,1.00
530530623001001,0.00,0.00,1.00
530530623001002,0.00,0.00,1.00
530530623001003,0.00,0.00,1.00
530530623001004,0.00,0.00,1.00
530530623001005,0.00,0.00,1.00
530530623001006,0.00,0.00,1.00
530530623001007,0.00,0.00,1.00
530530623001008,0.00,0.00,1.00
530530623001009,0.00,0.00,1.00
530530623001010,0.00,0.00,1.00
530530623001011,0.00,0.00,1.00
530530623001012,0.00,0.00,1.00
530530623001013,0.00,0.00,1.00
530530623001014,0.00,0.00,1.00
530530623001015,0.00,0.00,1.00
530530623001016,0.00,0.00,1.00
530530623002000,0.00,0.00,1.00
530530623002001,0.00,0.00,1.00
530530623002002,0.00,0.00,1.00
530530623002003,0.00,0.00,1.00
530530623002004,0.00,0.00,1.00
530530623002005,0.00,0.00,1.00
530530623002006,0.00,0.00,1.00
530530623002007,0.00,0.00,1.00
530530623002008,0.00,0.00,1.00
530530623002009,0.00,0.00,1.00
530530623002010,0.00,0.00,1.00
530530623002011,0.00,0.00,1.00
530530623002012,0.00,0.00,1.00
530530623002013,0.00,0.00,1.00
530530623002014,0.00,0.00,1.00
530530623002015,0.00,0.00,1.00
530530623002016,0.00,0.00,1.00
530530623002017,0.00,0.00,1.00
530530623002018,0.00,0.00,1.00
530530623002019,0.00,0.00,1.00
